Paradigm,Order,Class,Lemma,Stem,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source
VTI,Ind,aa,ayaan,ayaa,1Sg,0Pl,Dub,Neg,nidayaasiinaadogenan,ni<<ayaa>>siinaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Sg,Dub,Neg,nidayaasiinaadog,ni<<ayaa>>siinaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Pl,Dub,Pos,nidayaanaadogenan,ni<<ayaa>>naadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Sg,Dub,Pos,nidayaanaadog,ni<<ayaa>>naadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Pl,Neu,Neg,nidayaasiinan,ni<<ayaa>>siinan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Sg,Neu,Neg,nidayaasiin,ni<<ayaa>>siin,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Pl,Neu,Pos,nidayaanan,ni<<ayaa>>nan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Sg,Neu,Pos,nidayaan,ni<<ayaa>>n,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Pl,Prt,Neg,nidayaasiinaabaniin,ni<<ayaa>>siinaabaniin,JDN-PC,nidayaasiinaabanen,ni<<ayaa>>siinaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,1Sg,0Sg,Prt,Neg,nidayaasiinaaban,ni<<ayaa>>siinaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,1Sg,0Pl,Prt,Pos,nidayaanaabaniin,ni<<ayaa>>naabaniin,JDN-PC,nidayaanaabanen,ni<<ayaa>>naabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,1Sg,0Sg,Prt,Pos,nidayaanaaban,ni<<ayaa>>naaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Pl,Dub,Neg,gidayaasiinaawaadogenan,gi<<ayaa>>siinaawaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Sg,Dub,Neg,gidayaasiinaawaadog,gi<<ayaa>>siinaawaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Pl,Dub,Pos,gidayaanaawaadogenan,gi<<ayaa>>naawaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Sg,Dub,Pos,gidayaanaawaadog,gi<<ayaa>>naawaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Pl,Neu,Neg,gidayaasiinaawaan,gi<<ayaa>>siinaawaan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Sg,Neu,Neg,gidayaasiinaawaa,gi<<ayaa>>siinaawaa,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Pl,Neu,Pos,gidayaanaawaan,gi<<ayaa>>naawaan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Sg,Neu,Pos,gidayaanaawaa,gi<<ayaa>>naawaa,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Pl,Prt,Neg,gidayaasiinaawaabaniin,gi<<ayaa>>siinaawaabaniin,JDN-PC,gidayaasiinaawaabanen,gi<<ayaa>>siinaawaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,2Pl,0Sg,Prt,Neg,gidayaasiinaawaaban,gi<<ayaa>>siinaawaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Pl,0Pl,Prt,Pos,gidayaanaawaabaniin,gi<<ayaa>>naawaabaniin,JDN-PC,gidayaanaawaabanen,gi<<ayaa>>naawaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,2Pl,0Sg,Prt,Pos,gidayaanaawaaban,gi<<ayaa>>naawaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Pl,Dub,Neg,gidayaasiinaadogenan,gi<<ayaa>>siinaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Sg,Dub,Neg,gidayaasiinaadog,gi<<ayaa>>siinaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Pl,Dub,Pos,gidayaanaadogenan,gi<<ayaa>>naadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Sg,Dub,Pos,gidayaanaadog,gi<<ayaa>>naadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Pl,Neu,Neg,gidayaasiinan,gi<<ayaa>>siinan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Sg,Neu,Neg,gidayaasiin,gi<<ayaa>>siin,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Pl,Neu,Pos,gidayaanan,gi<<ayaa>>nan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Sg,Neu,Pos,gidayaan,gi<<ayaa>>n,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Pl,Prt,Neg,gidayaasiinaabaniin,gi<<ayaa>>siinaabaniin,JDN-PC,gidayaasiinaabanen,gi<<ayaa>>siinaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,2Sg,0Sg,Prt,Neg,gidayaasiinaaban,gi<<ayaa>>siinaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,2Sg,0Pl,Prt,Pos,gidayaanaabaniin,gi<<ayaa>>naabaniin,JDN-PC,gidayaanaabanen,gi<<ayaa>>naabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,2Sg,0Sg,Prt,Pos,gidayaanaaban,gi<<ayaa>>naaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Pl,Dub,Neg,odayaasiinaawaadogenan,o<<ayaa>>siinaawaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Sg,Dub,Neg,odayaasiinaawaadog,o<<ayaa>>siinaawaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Pl,Dub,Pos,odayaanaawaadogenan,o<<ayaa>>naawaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Sg,Dub,Pos,odayaanaawaadog,o<<ayaa>>naawaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Pl,Neu,Neg,odayaasiinaawaan,o<<ayaa>>siinaawaan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Sg,Neu,Neg,odayaasiinaawaa,o<<ayaa>>siinaawaa,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Pl,Neu,Pos,odayaanaawaan,o<<ayaa>>naawaan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Sg,Neu,Pos,odayaanaawaa,o<<ayaa>>naawaa,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Pl,Prt,Neg,odayaasiinaawaabaniin,o<<ayaa>>siinaawaabaniin,JDN-PC,odayaasiinaawaabanen,o<<ayaa>>siinaawaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Sg,Prt,Neg,odayaasiinaawaaban,o<<ayaa>>siinaawaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Pl,Prt,Pos,odayaanaawaabaniin,o<<ayaa>>naawaabaniin,JDN-PC,odayaanaawaabanen,o<<ayaa>>naawaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,3PlProx,0Sg,Prt,Pos,odayaanaawaaban,o<<ayaa>>naawaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Pl,Dub,Neg,odayaasiininaadogenan,o<<ayaa>>siininaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Sg,Dub,Neg,odayaasiininaadog,o<<ayaa>>siininaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Pl,Dub,Pos,odayaaninaadogenan,o<<ayaa>>ninaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Sg,Dub,Pos,odayaaninaadog,o<<ayaa>>ninaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Pl,Neu,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Sg,Neu,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Pl,Neu,Pos,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Sg,Neu,Pos,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Pl,Prt,Neg,odayaasiininaabaniin,o<<ayaa>>siininaabaniin,JDN-PC,odayaasiininaabanen,o<<ayaa>>siininaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Sg,Prt,Neg,odayaasiininaaban,o<<ayaa>>siininaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Pl,Prt,Pos,odayaaninaabaniin,o<<ayaa>>ninaabaniin,JDN-PC,odayaaninaabanen,o<<ayaa>>ninaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,3SgObv/3PlObv,0Sg,Prt,Pos,odayaaninaaban,o<<ayaa>>ninaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Pl,Dub,Neg,odayaasiinaadogenan,o<<ayaa>>siinaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Sg,Dub,Neg,odayaasiinaadog,o<<ayaa>>siinaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Pl,Dub,Pos,odayaanaadogenan,o<<ayaa>>naadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Sg,Dub,Pos,odayaanaadog,o<<ayaa>>naadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Pl,Neu,Neg,odayaasiinan,o<<ayaa>>siinan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Sg,Neu,Neg,odayaasiin,o<<ayaa>>siin,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Pl,Neu,Pos,odayaanan,o<<ayaa>>nan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Sg,Neu,Pos,odayaan,o<<ayaa>>n,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Pl,Prt,Neg,odayaasiinaabaniin,o<<ayaa>>siinaabaniin,JDN-PC,odayaasiinaabanen,o<<ayaa>>siinaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Sg,Prt,Neg,odayaasiinaaban,o<<ayaa>>siinaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Pl,Prt,Pos,odayaanaabaniin,o<<ayaa>>naabaniin,JDN-PC,odayaanaabanen,o<<ayaa>>naabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,3SgProx,0Sg,Prt,Pos,odayaanaaban,o<<ayaa>>naaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Pl,Dub,Neg,nidayaasiiminaadogenan,ni<<ayaa>>siiminaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Sg,Dub,Neg,nidayaasiiminaadog,ni<<ayaa>>siiminaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Pl,Dub,Pos,nidayaaminaadogenan,ni<<ayaa>>minaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Sg,Dub,Pos,nidayaaminaadog,ni<<ayaa>>minaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Pl,Neu,Neg,nidayaasiimin,ni<<ayaa>>siimin,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Sg,Neu,Neg,nidayaasiimin,ni<<ayaa>>siimin,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Pl,Neu,Pos,nidayaamin,ni<<ayaa>>min,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Sg,Neu,Pos,nidayaamin,ni<<ayaa>>min,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Pl,Prt,Neg,nidayaasiiminaabaniin,ni<<ayaa>>siiminaabaniin,JDN-PC,nidayaasiiminaabanen,ni<<ayaa>>siiminaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,Excl,0Sg,Prt,Neg,nidayaasiiminaaban,ni<<ayaa>>siiminaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Excl,0Pl,Prt,Pos,nidayaaminaabaniin,ni<<ayaa>>minaabaniin,JDN-PC,nidayaaminaabanen,ni<<ayaa>>minaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,Excl,0Sg,Prt,Pos,nidayaaminaaban,ni<<ayaa>>minaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Pl,Dub,Neg,gidayaasiiminaadogenan,gi<<ayaa>>siiminaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Sg,Dub,Neg,gidayaasiiminaadog,gi<<ayaa>>siiminaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Pl,Dub,Pos,gidayaaminaadogenan,gi<<ayaa>>minaadogenan,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Sg,Dub,Pos,gidayaaminaadog,gi<<ayaa>>minaadog,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Pl,Neu,Neg,gidayaasiimin,gi<<ayaa>>siimin,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Sg,Neu,Neg,gidayaasiimin,gi<<ayaa>>siimin,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Pl,Neu,Pos,gidayaamin,gi<<ayaa>>min,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Sg,Neu,Pos,gidayaamin,gi<<ayaa>>min,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Pl,Prt,Neg,gidayaasiiminaabaniin,gi<<ayaa>>siiminaabaniin,JDN-PC,gidayaasiiminaabanen,gi<<ayaa>>siiminaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,Incl,0Sg,Prt,Neg,gidayaasiiminaaban,gi<<ayaa>>siiminaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,Incl,0Pl,Prt,Pos,gidayaaminaabaniin,gi<<ayaa>>minaabaniin,JDN-PC,gidayaaminaabanen,gi<<ayaa>>minaabanen,JDN-PC
VTI,Ind,aa,ayaan,ayaa,Incl,0Sg,Prt,Pos,gidayaaminaaban,gi<<ayaa>>minaaban,JDN-PC,,,
VTI,Ind,aa,ayaan,ayaa,X,0Pl,Dub,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Sg,Dub,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Pl,Dub,Pos,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Sg,Dub,Pos,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Pl,Neu,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Sg,Neu,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Pl,Neu,Pos,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Sg,Neu,Pos,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Pl,Prt,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Sg,Prt,Neg,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Pl,Prt,Pos,MISSING,MISSING,,,,
VTI,Ind,aa,ayaan,ayaa,X,0Sg,Prt,Pos,MISSING,MISSING,,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Pl,Dub,Neg,niwaabandanziinaadogenan,ni<<waaband>>anziinaadogenan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Sg,Dub,Neg,niwaabandanziinaadog,ni<<waaband>>anziinaadog,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Pl,Dub,Pos,niwaabandaanaadogenan,ni<<waaband>>aanaadogenan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Sg,Dub,Pos,niwaabandaanaadog,ni<<waaband>>aanaadog,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Pl,Neu,Neg,niwaabandanziinan,ni<<waaband>>anziinan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Sg,Neu,Neg,niwaabandanziin,ni<<waaband>>anziin,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Pl,Neu,Pos,niwaabandaanan,ni<<waaband>>aanan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Sg,Neu,Pos,niwaabandaan,ni<<waaband>>aan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Pl,Prt,Neg,niwaabandanziinaabaniin,ni<<waaband>>anziinaabaniin,JDN-PC,niwaabandanziinaabanen,ni<<waaband>>anziinaabanen,JDN-PC
VTI,Ind,am,waabandam,waaband,1Sg,0Sg,Prt,Neg,niwaabandanziinaaban,ni<<waaband>>anziinaaban,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,1Sg,0Pl,Prt,Pos,niwaabandaanaabaniin,ni<<waaband>>aanaabaniin,JDN-PC,niwaabandaanaabanen,ni<<waaband>>aanaabanen,JDN-PC
VTI,Ind,am,waabandam,waaband,1Sg,0Sg,Prt,Pos,niwaabandaanaaban,ni<<waaband>>aanaaban,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Pl,Dub,Neg,giwaabandanziinaawaadogenan,gi<<waaband>>anziinaawaadogenan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Sg,Dub,Neg,giwaabandanziinaawaadog,gi<<waaband>>anziinaawaadog,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Pl,Dub,Pos,giwaabandaanaawaadogenan,gi<<waaband>>aanaawaadogenan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Sg,Dub,Pos,giwaabandaanaawaadog,gi<<waaband>>aanaawaadog,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Pl,Neu,Neg,giwaabandanziinaawaan,gi<<waaband>>anziinaawaan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Sg,Neu,Neg,giwaabandanziinaawaa,gi<<waaband>>anziinaawaa,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Pl,Neu,Pos,giwaabandaanaawaan,gi<<waaband>>aanaawaan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Sg,Neu,Pos,giwaabandaanaawaa,gi<<waaband>>aanaawaa,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Pl,Prt,Neg,giwaabandanziinaawaabaniin,gi<<waaband>>anziinaawaabaniin,JDN-PC,giwaabandanziinaawaabanen,gi<<waaband>>anziinaawaabanen,JDN-PC
VTI,Ind,am,waabandam,waaband,2Pl,0Sg,Prt,Neg,giwaabandanziinaawaaban,gi<<waaband>>anziinaawaaban,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Pl,0Pl,Prt,Pos,giwaabandaanaawaabaniin,gi<<waaband>>aanaawaabaniin,JDN-PC,giwaabandaanaawaabanen,gi<<waabandaan>>aawaabanen,JDN-PC
VTI,Ind,am,waabandam,waaband,2Pl,0Sg,Prt,Pos,giwaabandaanaawaaban,gi<<waaband>>aanaawaaban,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Pl,Dub,Neg,giwaabandanziinaadogenan,gi<<waaband>>anziinaadogenan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Sg,Dub,Neg,giwaabandanziinaadog,gi<<waaband>>anziinaadog,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Pl,Dub,Pos,giwaabandaanaadogenan,gi<<waaband>>aanaadogenan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Sg,Dub,Pos,giwaabandaanaadog,gi<<waaband>>aanaadog,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Pl,Neu,Neg,giwaabandanziinan,gi<<waaband>>anziinan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Sg,Neu,Neg,giwaabandanziin,gi<<waaband>>anziin,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Pl,Neu,Pos,giwaabandaanan,gi<<waaband>>aanan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Sg,Neu,Pos,giwaabandaan,gi<<waaband>>aan,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Pl,Prt,Neg,giwaabandanziinaabaniin,gi<<waaband>>anziinaabaniin,JDN-PC,giwaabandanziinaabanen,gi<<waaband>>anziinaabanen,JDN-PC
VTI,Ind,am,waabandam,waaband,2Sg,0Sg,Prt,Neg,giwaabandanziinaaban,gi<<waaband>>anziinaaban,JDN-PC,,,
VTI,Ind,am,waabandam,waaband,2Sg,0Pl,Prt,Pos,giwaabandaanaabaniin,gi<<waaband>>aanaabaniin,JDN-PC,giwaabandaanaabanen,gi<<waabandaan>>aabanen,JDN-PC
