Paradigm,Order,Class,Lemma,Stem,Subject,Mode,Negation,Form1Surface,Form1Split,Sorm1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source
VAI,Ind,oo,maajiibatoo,maajiibatoo,1Sg,Dub,Neg,nimaajiibatoosiinaadog,ni<<maajiibatoo>>siinaadog,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,1Sg,Dub,Neg,nimadaabiisiinaadog,ni<<madaabii>>siinaadog,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,1Sg,Dub,Neg,niminongwaanziinaadog,ni<<minongwaan>>ziinaadog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,1Sg,Dub,Neg,ninagamosiinaadog,ni<<nagamo>>siinaadog,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,1Sg,Dub,Neg,ninibaasiinaadog,ni<<nibaa>>siinaadog,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,1Sg,Dub,Neg,niniimisiinaadog,ni<<niimi>>siinaadog,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,1Sg,Dub,Neg,niwanishinziinaadog,ni<<wanishin>>ziinaadog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,1Sg,Dub,Neg,niwebinigesiinaadog,ni<<webinige>>siinaadog,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',1Sg,Dub,Neg,nizaaga'anziinaadog,ni<<zaaga'>>anziinaadog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Pl,Dub,Neg,gimaajiibatoosiimwaadog,gi<<maajiibatoo>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Pl,Dub,Neg,gimadaabiisiimwaadog,gi<<madaabii>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Pl,Dub,Neg,giminongwaanziimwaadog,gi<<minongwaan>>ziimwaadog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,2Pl,Dub,Neg,ginagamosiimwaadog,gi<<nagamo>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Pl,Dub,Neg,ginibaasiimwaadog,gi<<nibaa>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,2Pl,Dub,Neg,giniimisiimwaadog,gi<<niimi>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,2Pl,Dub,Neg,giwanishinziimwaadog,gi<<wanishin>>ziimwaadog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,2Pl,Dub,Neg,giwebinigesiimwaadog,gi<<webinige>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Pl,Dub,Neg,gizaaga'anziimwaadog,gi<<zaaga'>>anziimwaadog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Sg,Dub,Neg,gimaajiibatoosiinaadog,gi<<maajiibatoo>>siinaadog,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Sg,Dub,Neg,gimadaabiisiinaadog,gi<<madaabii>>siinaadog,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Sg,Dub,Neg,giminongwaanziinaadog,gi<<minongwaan>>ziinaadog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,2Sg,Dub,Neg,ginagamosiinaadog,gi<<nagamo>>siinaadog,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Sg,Dub,Neg,ginibaasiinaadog,gi<<nibaa>>siinaadog,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,2Sg,Dub,Neg,giniimisiinaadog,gi<<niimi>>siinaadog,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,2Sg,Dub,Neg,giwanishinziinaadog,gi<<wanishin>>ziinaadog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,2Sg,Dub,Neg,giwebinigesiinaadog,gi<<webinige>>siinaadog,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Sg,Dub,Neg,gizaaga'anziinaadog,gi<<zaaga'>>anziinaadog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlObv,Dub,Neg,maajiibatoosiidogena',<<maajiibatoo>>siidogena',GUESS,maajiibatoosiidogenan,<<maajiibatoo>>siidogenan,JDN-PC,,,
VAI,Ind,ii,madaabii,madaabii,3PlObv,Dub,Neg,madaabiisiidogena',<<madaabii>>siidogena',GUESS,madaabiisiidogenan,<<madaabii>>siidogenan,JDN-PC,,,
VAI,Ind,m,minongwaam,minongwaam,3PlObv,Dub,Neg,minongwaanziidogena',<<minongwaan>>ziidogena',GUESS,minongwaanziidogenan,<<minongwaan>>ziidogenan,JDN-PC,,,
VAI,Ind,o,nagamo,nagamo,3PlObv,Dub,Neg,nagamosiidogena',<<nagamo>>siidogena',GUESS,nagamosiidogenan,<<nagamo>>siidogenan,JDN-PC,,,
VAI,Ind,aa,nibaa,nibaa,3PlObv,Dub,Neg,nibaasiidogena',<<nibaa>>siidogena',GUESS,nibaasiidogenan,<<nibaa>>siidogenan,JDN-PC,,,
VAI,Ind,i,niimi,niimi,3PlObv,Dub,Neg,niimisiidogena',<<niimi>>siidogena',GUESS,niimisiidogenan,<<niimi>>siidogenan,JDN-PC,,,
VAI,Ind,n,wanishin,wanishin,3PlObv,Dub,Neg,wanishinziidogena',<<wanishin>>ziidogena',GUESS,wanishinziidogenan,<<wanishin>>ziidogenan,JDN-PC,,,
VAI,Ind,e,webinige,webinige,3PlObv,Dub,Neg,webinigesiidogena',<<webinige>>siidogena',GUESS,webinigesiidogenan,<<webinige>>siidogenan,JDN-PC,,,
VAI,Ind,am,zaaga'am,zaaga',3PlObv,Dub,Neg,zaaga'anziidogena',<<zaaga'>>anziidogena',GUESS,zaaga'anziidogenan,<<zaaga'>>anziidogenan,JDN-PC,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlProx,Dub,Neg,maajiibatoosiidogenag,<<maajiibatoo>>siidogenag,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3PlProx,Dub,Neg,madaabiisiidogenag,<<madaabii>>siidogenag,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3PlProx,Dub,Neg,minongwaanziidogenag,<<minongwaan>>ziidogenag,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3PlProx,Dub,Neg,nagamosiidogenag,<<nagamo>>siidogenag,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3PlProx,Dub,Neg,nibaasiidogenag,<<nibaa>>siidogenag,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3PlProx,Dub,Neg,niimisiidogenag,<<niimi>>siidogenag,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3PlProx,Dub,Neg,wanishinziidogenag,<<wanishin>>ziidogenag,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3PlProx,Dub,Neg,webinigesiidogenag,<<webinige>>siidogenag,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3PlProx,Dub,Neg,zaaga'anziidogenag,<<zaaga'>>anziidogenag,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgObv,Dub,Neg,maajiibatoosiidogenan,<<maajiibatoo>>siidogenan,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgObv,Dub,Neg,madaabiisiidogenan,<<madaabii>>siidogenan,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgObv,Dub,Neg,minongwaanziidogenan,<<minongwaan>>ziidogenan,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgObv,Dub,Neg,nagamosiidogenan,<<nagamo>>siidogenan,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgObv,Dub,Neg,nibaasiidogenan,<<nibaa>>siidogenan,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgObv,Dub,Neg,niimisiidogenan,<<niimi>>siidogenan,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgObv,Dub,Neg,wanishinziidogenan,<<wanishin>>ziidogenan,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgObv,Dub,Neg,webinigesiidogenan,<<webinige>>siidogenan,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgObv,Dub,Neg,zaaga'anziidogenan,<<zaaga'>>anziidogenan,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgProx,Dub,Neg,maajiibatoosiidog,<<maajiibatoo>>siidog,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgProx,Dub,Neg,madaabiisiidog,<<madaabii>>siidog,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgProx,Dub,Neg,minongwaanziidog,<<minongwaan>>ziidog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgProx,Dub,Neg,nagamosiidog,<<nagamo>>siidog,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgProx,Dub,Neg,nibaasiidog,<<nibaa>>siidog,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgProx,Dub,Neg,niimisiidog,<<niimi>>siidog,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgProx,Dub,Neg,wanishinziidog,<<wanishin>>ziidog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgProx,Dub,Neg,webinigesiidog,<<webinige>>siidog,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgProx,Dub,Neg,zaaga'anziidog,<<zaaga'>>anziidog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Excl,Dub,Neg,nimaajiibatoosiiminaadog,ni<<maajiibatoo>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,Excl,Dub,Neg,nimadaabiisiiminaadog,ni<<madaabii>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Excl,Dub,Neg,niminongwaanziiminaadog,ni<<minongwaan>>ziiminaadog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,Excl,Dub,Neg,ninagamosiiminaadog,ni<<nagamo>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,Excl,Dub,Neg,ninibaasiiminaadog,ni<<nibaa>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,Excl,Dub,Neg,niniimisiiminaadog,ni<<niimi>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,Excl,Dub,Neg,niwanishinziiminaadog,ni<<wanishin>>ziiminaadog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,Excl,Dub,Neg,niwebinigesiiminaadog,ni<<webinige>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Excl,Dub,Neg,nizaaga'anziiminaadog,ni<<zaaga'>>anziiminaadog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Incl,Dub,Neg,gimaajiibatoosiiminaadog,gi<<maajiibatoo>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,Incl,Dub,Neg,gimadaabiisiiminaadog,gi<<madaabii>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Incl,Dub,Neg,giminongwaanziiminaadog,gi<<minongwaan>>ziiminaadog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,Incl,Dub,Neg,ginagamosiiminaadog,gi<<nagamo>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,Incl,Dub,Neg,ginibaasiiminaadog,gi<<nibaa>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,Incl,Dub,Neg,giniimisiiminaadog,gi<<niimi>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,Incl,Dub,Neg,giwanishinziiminaadog,gi<<wanishin>>ziiminaadog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,Incl,Dub,Neg,giwebinigesiiminaadog,gi<<webinige>>siiminaadog,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Incl,Dub,Neg,gizaaga'anziiminaadog,gi<<zaaga'>>anziiminaadog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,X,Dub,Neg,maajiibatoosiimwaadog,<<maajiibatoo>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,X,Dub,Neg,madaabiisiimwaadog,<<madaabii>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,X,Dub,Neg,minongwaanziimwaadog,<<minongwaan>>ziimwaadog,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,X,Dub,Neg,nagamosiimwaadog,<<nagamo>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,X,Dub,Neg,nibaasiimwaadog,<<nibaa>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,X,Dub,Neg,niimisiimwaadog,<<niimi>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,X,Dub,Neg,wanishinziimwaadog,<<wanishin>>ziimwaadog,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,X,Dub,Neg,webinigesiimwaadog,<<webinige>>siimwaadog,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',X,Dub,Neg,zaaga'anziimwaadog,<<zaaga'>>anziimwaadog,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',1Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Pl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Sg,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3PlObv,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3PlProx,Dub+Prt,Neg,maajiibatoosiigwaaban,<<maajiibatoo>>siigwaaban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3PlProx,Dub+Prt,Neg,madaabiisiigwaaban,<<madaabii>>siigwaaban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3PlProx,Dub+Prt,Neg,minongwaanziigwaaban,<<minongwaan>>ziigwaaban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3PlProx,Dub+Prt,Neg,nagamosiigwaaban,<<nagamo>>siigwaaban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3PlProx,Dub+Prt,Neg,nibaasiigwaaban,<<nibaa>>siigwaaban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3PlProx,Dub+Prt,Neg,niimisiigwaaban,<<niimi>>siigwaaban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3PlProx,Dub+Prt,Neg,wanishinziigwaaban,<<wanishin>>ziigwaaban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3PlProx,Dub+Prt,Neg,webinigesiigwaaban,<<webinige>>siigwaaban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3PlProx,Dub+Prt,Neg,zaaga'anziigwaaban,<<zaaga'>>anziigwaaban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgObv,Dub+Prt,Neg,maajiibatoosiinigoban,<<maajiibatoo>>siinigoban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgObv,Dub+Prt,Neg,madaabiisiinigoban,<<madaabii>>siinigoban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgObv,Dub+Prt,Neg,minongwaanziinigoban,<<minongwaan>>ziinigoban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgObv,Dub+Prt,Neg,nagamosiinigoban,<<nagamo>>siinigoban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgObv,Dub+Prt,Neg,nibaasiinigoban,<<nibaa>>siinigoban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgObv,Dub+Prt,Neg,niimisiinigoban,<<niimi>>siinigoban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgObv,Dub+Prt,Neg,wanishinziinigoban,<<wanishin>>ziinigoban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgObv,Dub+Prt,Neg,webinigesiinigoban,<<webinige>>siinigoban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgObv,Dub+Prt,Neg,zaaga'anziinigoban,<<zaaga'>>anziinigoban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,3SgProx,Dub+Prt,Neg,maajiibatoosiigoban,<<maajiibatoo>>siigoban,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,3SgProx,Dub+Prt,Neg,madaabiisiigoban,<<madaabii>>siigoban,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,3SgProx,Dub+Prt,Neg,minongwaanziigoban,<<minongwaan>>ziigoban,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,3SgProx,Dub+Prt,Neg,nagamosiigoban,<<nagamo>>siigoban,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,3SgProx,Dub+Prt,Neg,nibaasiigoban,<<nibaa>>siigoban,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,3SgProx,Dub+Prt,Neg,niimisiigoban,<<niimi>>siigoban,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,3SgProx,Dub+Prt,Neg,wanishinziigoban,<<wanishin>>ziigoban,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,3SgProx,Dub+Prt,Neg,webinigesiigoban,<<webinige>>siigoban,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',3SgProx,Dub+Prt,Neg,zaaga'anziigoban,<<zaaga'>>anziigoban,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Excl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',Incl,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,ii,madaabii,madaabii,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,m,minongwaam,minongwaam,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,o,nagamo,nagamo,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,aa,nibaa,nibaa,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,i,niimi,niimi,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,n,wanishin,wanishin,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,e,webinige,webinige,X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,am,zaaga'am,zaaga',X,Dub+Prt,Neg,MISSING,,,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,1Sg,Neu,Neg,nimaajiibatoosii,ni<<maajiibatoo>>sii,JDN-PC,nimaajiibatoosiin,ni<<maajiibatoo>>siin,JDN-PC,,,
VAI,Ind,ii,madaabii,madaabii,1Sg,Neu,Neg,nimadaabiisii,ni<<madaabii>>sii,JDN-PC,nimadaabiisiin,ni<<madaabii>>siin,JDN-PC,,,
VAI,Ind,m,minongwaam,minongwaam,1Sg,Neu,Neg,niminongwaanzii,ni<<minongwaan>>zii,JDN-PC,niminongwaanziin,ni<<minongwaan>>ziin,JDN-PC,,,
VAI,Ind,o,nagamo,nagamo,1Sg,Neu,Neg,ninagamosii,ni<<nagamo>>sii,JDN-PC,ninagamosiin,ni<<nagamo>>siin,JDN-PC,,,
VAI,Ind,aa,nibaa,nibaa,1Sg,Neu,Neg,ninibaasii,ni<<nibaa>>sii,JDN-PC,ninibaasiin,ni<<nibaa>>siin,JDN-PC,,,
VAI,Ind,i,niimi,niimi,1Sg,Neu,Neg,niniimisii,ni<<niimi>>sii,JDN-PC,niniimisiin,ni<<niimi>>siin,JDN-PC,,,
VAI,Ind,n,wanishin,wanishin,1Sg,Neu,Neg,niwanishinzii,ni<<wanishin>>zii,JDN-PC,niwanishinziin,ni<<wanishin>>ziin,JDN-PC,,,
VAI,Ind,e,webinige,webinige,1Sg,Neu,Neg,niwebinigesii,ni<<webinige>>sii,JDN-PC,niwebinigesiin,ni<<webinige>>siin,JDN-PC,,,
VAI,Ind,am,zaaga'am,zaaga',1Sg,Neu,Neg,nizaaga'anzii,ni<<zaaga'>>anzii,JDN-PC,nizaaga'anziin,ni<<zaaga'>>anziin,JDN-PC,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Pl,Neu,Neg,gimaajiibatoosiim,gi<<maajiibatoo>>siim,JDN-PC,,,,,,
VAI,Ind,ii,madaabii,madaabii,2Pl,Neu,Neg,gimadaabiisiim,gi<<madaabii>>siim,JDN-PC,,,,,,
VAI,Ind,m,minongwaam,minongwaam,2Pl,Neu,Neg,giminongwaanziim,gi<<minongwaan>>ziim,JDN-PC,,,,,,
VAI,Ind,o,nagamo,nagamo,2Pl,Neu,Neg,ginagamosiim,gi<<nagamo>>siim,JDN-PC,,,,,,
VAI,Ind,aa,nibaa,nibaa,2Pl,Neu,Neg,ginibaasiim,gi<<nibaa>>siim,JDN-PC,,,,,,
VAI,Ind,i,niimi,niimi,2Pl,Neu,Neg,giniimisiim,gi<<niimi>>siim,JDN-PC,,,,,,
VAI,Ind,n,wanishin,wanishin,2Pl,Neu,Neg,giwanishinziim,gi<<wanishin>>ziim,JDN-PC,,,,,,
VAI,Ind,e,webinige,webinige,2Pl,Neu,Neg,giwebinigesiim,gi<<webinige>>siim,JDN-PC,,,,,,
VAI,Ind,am,zaaga'am,zaaga',2Pl,Neu,Neg,gizaaga'anziim,gi<<zaaga'>>anziim,JDN-PC,,,,,,
VAI,Ind,oo,maajiibatoo,maajiibatoo,2Sg,Neu,Neg,gimaajiibatoosii,gi<<maajiibatoo>>sii,JDN-PC,gimaajiibatoosiin,gi<<maajiibatoo>>siin,JDN-PC,,,
VAI,Ind,ii,madaabii,madaabii,2Sg,Neu,Neg,gimadaabiisii,gi<<madaabii>>sii,JDN-PC,gimadaabiisiin,gi<<madaabii>>siin,JDN-PC,,,
