Paradigm,Order,Class,Lemma,Stem,Subject,Mode,Negation,Form1,Form1Split
VAI,Cnj,am,zaaga'am,zaaga',Excl,Prt,Neg,zaaga'anziwaangiban,<<zaaga'>>anziwaangiban
VAI,Cnj,am,zaaga'am,zaaga',Excl,Prt,Pos,zaaga'amaangiban,<<zaaga'>>amaangiban
VAI,Cnj,am,zaaga'am,zaaga',Incl,Dub,Neg,zaaga'anziiwangen,<<zaaga'>>anziiwangen
VAI,Cnj,am,zaaga'am,zaaga',Incl,Dub,Pos,zaaga'amowangen,<<zaaga'>>amowangen
VAI,Cnj,am,zaaga'am,zaaga',Incl,Dub+Prt,Neg,zaaga'amowangibanen,<<zaaga'>>amowangibanen
VAI,Cnj,am,zaaga'am,zaaga',Incl,Dub+Prt,Pos,zaaga'amowangibanen,<<zaaga'>>amowangibanen
VAI,Cnj,am,zaaga'am,zaaga',Incl,Neu,Neg,zaaga'anziwang,<<zaaga'>>anziwang
VAI,Cnj,am,zaaga'am,zaaga',Incl,Neu,Pos,zaaga'amang,<<zaaga'>>amang
VAI,Cnj,am,zaaga'am,zaaga',Incl,Prt,Neg,zaaga'anziwangiban,<<zaaga'>>anziwangiban
VAI,Cnj,am,zaaga'am,zaaga',Incl,Prt,Pos,zaaga'amangiban,<<zaaga'>>amangiban
VAI,Cnj,am,zaaga'am,zaaga',X,Dub,Neg,zaaga'anziiwiingen,<<zaaga'>>anziiwiingen
VAI,Cnj,am,zaaga'am,zaaga',X,Dub,Pos,zaaga'amowiingen,<<zaaga'>>amowiingen
VAI,Cnj,am,zaaga'am,zaaga',X,Dub+Prt,Neg,zaaga'amowiingibanen,<<zaaga'>>amowiingibanen
VAI,Cnj,am,zaaga'am,zaaga',X,Dub+Prt,Pos,zaaga'amowiingibanen,<<zaaga'>>amowiingibanen
VAI,Cnj,am,zaaga'am,zaaga',X,Neu,Neg,zaaga'anzing,<<zaaga'>>anzing
VAI,Cnj,am,zaaga'am,zaaga',X,Neu,Pos,zaaga'aming,<<zaaga'>>aming
VAI,Cnj,am,zaaga'am,zaaga',X,Prt,Neg,zaaga'anzingiban,<<zaaga'>>anzingiban
VAI,Cnj,am,zaaga'am,zaaga',X,Prt,Pos,zaaga'amingiban,<<zaaga'>>amingiban
